sku,attribute_set_code,product_type,categories,product_websites,name,description,weight,product_online,tax_class_name,visibility,price,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,qty,is_in_stock,website_id,additional_images,additional_image_labels,njm_sku,njm_name,dimensions
wi-001108,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",base,Thurman loveseat,"Rife with button tufting and silver nail head detail, our Thurman Designer Loveseat dares to be different. This style-conscious living room furniture is Chinese-built with an MDF frame, firm fire retardant foam cushioning, and black solid birch legs. Adaptable beige linen upholsters the updated traditional loveseat. We recommend the Thurman Loveseat is spot cleaned only. Minor assembly is required. Complete your collection with the matching Thurman Sofa, Thurman Accent Chair, and Thurman Ottomans (each sold separately). <p>Features: <ul> <li>Contemporary loveseat</li> <li>Beige linen</li> <li>MDF frame</li> <li>Black birch legs with non-marking feet</li> <li>Fire retardant polyurethane foam cushioning</li> <li>Button tufting and silver nail head trim</li> <li>Made in China</li> <li>Assembly required</li> <li>Spot clean only</li> <li>Matching sofa, chair, and ottomans also offered (sold separately)</li> </ul>",113,1,Taxable Goods,"Catalog, Search",1099,Thurman-loveseat.jpg,,Thurman-loveseat.jpg,,Thurman-loveseat.jpg,,1000,1,0,"Thurman-loveseat1.jpg,Thurman-loveseat2.jpg,Thurman-loveseat3.jpg",,27W-TSF-71004LS,tamblin loveseat,"Dimensions Overall: 32.5"" H x 63.25"" W x 31"" D &lt;br&gt;Seat Height: 16""  Shipping &lt;br&gt;Skid: 48""W x 40""D x 69""H --- 113Lbs"
wi-001110,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Stools and Ottomans",base,Thurman ottoman,"Rife with button tufting and silver nail head detail, our Thurman Designer Ottoman dares to be different. This style-conscious living room furniture is built with an MDF frame, firm fire retardant foam cushioning, and black solid birch legs. Adaptable gray linen upholsters the updated traditional ottoman. We recommend the Thurman Ottoman is spot cleaned only. Minor assembly is required. Complete your collection with the matching Thurman Loveseat, Thurman Accent Chair, Thurman Sofa, and Large Thurman Ottoman (each sold separately and also in beige). <p>Features: <ul> <li>Contemporary ottoman</li> <li>Gray linen</li> <li>MDF frame</li> <li>Black birch legs with non-marking feet</li> <li>Fire retardant polyurethane foam cushioning</li> <li>Button tufting and silver nail head trim</li> <li>Assembly required</li> <li>Spot clean only</li> <li>Matching loveseat, chair, sofa, and large ottoman also offered (sold separately and also in beige)</li> </ul>",25,1,Taxable Goods,"Catalog, Search",429,Thurman-ottoman.jpg,,Thurman-ottoman.jpg,,Thurman-ottoman.jpg,,1000,1,0,"Thurman-ottoman1.jpg,Thurman-ottoman2.jpg,Thurman-ottoman3.jpg,Thurman-ottoman4.jpg",,27W-TSF-71005OT,tamblin ottoman,"&lt;strong&gt;Small&lt;/strong&gt; &lt;br&gt;Dimensions Overall: 36""W x 17""D x 18.5""H &lt;br&gt;Seat dimension: 30.5""W x 17.62""D x 16""H  Shipping &lt;br&gt;Package: 38""W x 19""H x 13""D --- 23Lbs   &lt;strong&gt;Large&lt;/strong&gt; &lt;br&gt;Dimensions Overall: 18.5"" H x 52.5"" W x 17"" D &lt;br&gt;Seat Height: 15.5""  Shipping &lt;br&gt;Package: 54""W x 19""D x 13""H --- 28Lbs"
wi-001109,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",base,Thurman sofa,"Rife with button tufting and silver nail head detail, our Thurman Designer Sofa dares to be different. This style-conscious living room furniture is built with an engineered wood frame, firm fire retardant foam cushioning, and black solid birch legs. Adaptable gray linen upholsters the updated traditional sofa. We recommend the Thurman Sofa is spot cleaned only. Minor assembly is required. Complete your collection with the matching Thurman Loveseat, Thurman Accent Chair, and Thurman Ottomans (each sold separately and also in beige). <p>Features: <ul> <li>Contemporary sofa</li> <li>Gray linen</li> <li>Engineered wood frame</li> <li>Black birch legs with non-marking feet</li> <li>Fire retardant polyurethane foam cushioning</li> <li>Button tufting and silver nail head trim</li> <li>Assembly required</li> <li>Spot clean only</li> <li>Matching loveseat, chair, and ottomans also offered (sold separately and also in beige)</li> </ul>",130,1,Taxable Goods,"Catalog, Search",1299,Thurman-sofa.jpg,,Thurman-sofa.jpg,,Thurman-sofa.jpg,,1000,1,0,"Thurman-sofa1.jpg,Thurman-sofa2.jpg,Thurman-sofa3.jpg,Thurman-sofa4.jpg,Thurman-sofa5.jpg",,27W-TSF-71004SF,tamblin sofa,"Dimensions Overall: 81.12""W x 32""D x 32""H &lt;br&gt;Seat dimension: 57.78""W x 20.5""D x 16""H  Shipping Skid: 48""W x 40""D x 88""H --- 129Lbs"
nj-001352,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables",base,Troupsburg oval root table,"<p>This unique presentation combines organic components to create a very unique dining table experience. Made of a solid teak wood root combined with a Carrera oval Marble top it is the quite a specimen to appreciate. A work of art in its own right and yet provides the practicality of single pedestal root base allowing for plenty of leg room. Its large 78 inch oval top has a polished surface with primarily white and gray color veins. This table is simply astonishing.</p>
<p>Weight: 318 LBS (400 LBS packed)<br />Material: Wood<br />Finish: Natural<br />Color: Brown</p>
<p>Top: 78""48""<br />Material: Carrera Marble<br />Color: White and gray</p>",750,1,Taxable Goods,"Catalog, Search",5999,Troupsburg-oval-root-table.jpg,,Troupsburg-oval-root-table.jpg,,Troupsburg-oval-root-table.jpg,,1000,1,0,"Troupsburg-oval-root-table1.jpg,Troupsburg-oval-root-table2.jpg",,NJM-root-oval-table,maxwell oval root table,"30"" H x 78"" W x 47.75"" D"
cb-000098,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Outdoor Furniture",base,Troy outdoor loveseat - black,"The Troy outdoor loveseat is of one-piece construction using linear low density polyethylene (LLDPE). This material can be easily cleaned and is very well suited for outdoor use. It will not be affected by UV rays and so, should maintain its good appearance for many years. ",35,1,Taxable Goods,"Catalog, Search",1099,Troy-outdoor-loveseat-black.jpg,,Troy-outdoor-loveseat-black.jpg,,Troy-outdoor-loveseat-black.jpg,,1000,1,0,"Troy-outdoor-loveseat-black1.jpg,Troy-outdoor-loveseat-black2.jpg,Troy-outdoor-loveseat-black3.jpg,Troy-outdoor-loveseat-black4.jpg",,03C-FKC012BLK,tuxedo outdoor love seat - black,"31""H x 50""W x 28""D<br />Seat Height: 17.75"""
cb-000097,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Outdoor Furniture",base,Troy outdoor loveseat - white,"The Troy outdoor loveseat is of one-piece construction using linear low density polyethylene (LLDPE). This material can be easily cleaned and is very well suited for outdoor use. It will not be affected by UV rays and so, should maintain its good appearance for many years. ",35,1,Taxable Goods,"Catalog, Search",1099,Troy-outdoor-loveseat-white.jpg,,Troy-outdoor-loveseat-white.jpg,,Troy-outdoor-loveseat-white.jpg,,1000,1,0,"Troy-outdoor-loveseat-white1.jpg,Troy-outdoor-loveseat-white2.jpg,Troy-outdoor-loveseat-white3.jpg,Troy-outdoor-loveseat-white4.jpg",,03C-FKC010WHT,tuxedo outdoor love seat - white,"31""H x 50""W x 28""D<br />Seat Height: 17.75"""
cb-000093,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Benches",base,Tully bench,A+D Modern's Tully bench is a stainless steel one piece construction finished with a padded seat in grey tufted leatherette upholstery. ,32,1,Taxable Goods,"Catalog, Search",1099,Tully-bench.jpg,,Tully-bench.jpg,,Tully-bench.jpg,,1000,1,0,"Tully-bench1.jpg,Tully-bench2.jpg,Tully-bench3.jpg",,03C-FHC03GREY,tidaholm bench,"17.75""H x 48""W x 23.63""D"
ae-000011,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs",base,Tuscarora chair,"<p>This is our reproduction paul volther corona chair. First produced in 1961 by Danish Designer Poul Volther, the Corona chair was originally crafted from solid oak. After experimentation with various materials, the 'EJ 605' was released a year later, which closely resembled its predecessor but was crafted of steel. A true original, the Corona chair was completely unique in design, using (seemingly suspended) concentric shapes to make up its form, yet sacrificing nothing in the way of function and comfort. This inspired reproduction features a stainless steel frame with a high polish finish upholstered in cashmere fabric. It is also available in various leather colors. The concentric shapes that make up the backrest can also be used as armrests.</p>
<P>Ottoman sold separately.
<p>Covers: Fixed. Fabrics or leather.</p>
<p>Foam: Molded polyurethane foam.</p>
<p>Legs: Mat chromed steel.</p>
<p>Design: Poul M. Volther, 1964</p>",80,1,Taxable Goods,"Catalog, Search",1799,Tuscarora-chair.jpg,,Tuscarora-chair.jpg,,Tuscarora-chair.jpg,,1000,1,0,"Tuscarora-chair1.jpg,Tuscarora-chair2.jpg,Tuscarora-chair3.jpg,Tuscarora-chair4.jpg",,01A-CH6123,paul volther corona chair,"<strong>Chair</strong><br />D33"" x H39"" x W33""<br />18"" Height of chair seat to floor</p>
<strong>Ottoman</strong><br /> L21.25"" x H15.75"" x W13.75""</p>"
ae-000014,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs",base,Tuscarora leather chair,"<p>This is our reproduction paul volther corona chair. First produced in 1961 by Danish Designer Poul Volther, the Corona chair was originally crafted from solid oak. After experimentation with various materials, the 'EJ 605' was released a year later, which closely resembled its predecessor but was crafted of steel. A true original, the Corona chair was completely unique in design, using (seemingly suspended) concentric shapes to make up its form, yet sacrificing nothing in the way of function and comfort. This inspired reproduction features a stainless steel frame with a high polish finish upholstered in cashmere fabric. It is also available in various fabric selections. The concentric shapes that make up the backrest can also be used as armrests.</p>
<P>Ottoman sold separately.
<p>Covers: Fixed. Fabrics or leather.</p>
<p>Foam: Molded polyurethane foam.</p>
<p>Legs: Mat chromed steel.</p>
<p>Design: Poul M. Volther, 1964</p>",80,1,Taxable Goods,"Catalog, Search",2089,Tuscarora-leather-chair.jpg,,Tuscarora-leather-chair.jpg,,Tuscarora-leather-chair.jpg,,1000,1,0,"Tuscarora-leather-chair1.jpg,Tuscarora-leather-chair2.jpg,Tuscarora-leather-chair3.jpg,Tuscarora-leather-chair4.jpg,Tuscarora-leather-chair5.jpg,Tuscarora-leather-chair6.jpg,Tuscarora-leather-chair7.jpg,Tuscarora-leather-chair8.jpg,Tuscarora-leather-chair9.jpg,Tuscarora-leather-chair10.jpg,Tuscarora-leather-chair11.jpg,Tuscarora-leather-chair12.jpg",,01A-CH6123-L,paul volther corona chair - leather,"<strong>Chair</strong><br />D33"" x H39"" x W33""<br />18"" Height of chair seat to floor</p>
<strong>Ottoman</strong><br /> L21.25"" x H15.75"" x W13.75""</p>"
ae-000013,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Stools and Ottomans",base,Tuscarora leather ottoman,"<p>This is our reproduction paul volther corona chair. First produced in 1961 by Danish Designer Poul Volther, the Corona chair was originally crafted from solid oak. After experimentation with various materials, the 'EJ 605' was released a year later, which closely resembled its predecessor but was crafted of steel. A true original, the Corona chair was completely unique in design, using (seemingly suspended) concentric shapes to make up its form, yet sacrificing nothing in the way of function and comfort. This inspired reproduction features a stainless steel frame with a high polish finish upholstered in cashmere fabric. It is also available in various fabric selections. The concentric shapes that make up the backrest can also be used as armrests.</p>
<P>Ottoman and chair sold separately.
<p>Covers: Fixed. Fabrics or leather.</p>
<p>Foam: Molded polyurethane foam.</p>
<p>Legs: Mat chromed steel.</p>
<p>Design: Poul M. Volther, 1964</p>",20,1,Taxable Goods,"Catalog, Search",769,Tuscarora-leather-ottoman.jpg,,Tuscarora-leather-ottoman.jpg,,Tuscarora-leather-ottoman.jpg,,1000,1,0,"Tuscarora-leather-ottoman1.jpg,Tuscarora-leather-ottoman2.jpg,Tuscarora-leather-ottoman3.jpg,Tuscarora-leather-ottoman4.jpg,Tuscarora-leather-ottoman5.jpg,Tuscarora-leather-ottoman6.jpg",,01A-CH6123D-L,paul volther corona ottoman - leather,"<strong>Chair</strong><br />D33"" x H39"" x W33""<br />18"" Height of chair seat to floor</p>
<strong>Ottoman</strong><br /> L21.25"" x H15.75"" x W13.75""</p>"
ae-000012,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Stools and Ottomans",base,Tuscarora ottoman,"<p>This is our reproduction paul volther corona chair. First produced in 1961 by Danish Designer Poul Volther, the Corona chair was originally crafted from solid oak. After experimentation with various materials, the 'EJ 605' was released a year later, which closely resembled its predecessor but was crafted of steel. A true original, the Corona chair was completely unique in design, using (seemingly suspended) concentric shapes to make up its form, yet sacrificing nothing in the way of function and comfort. This inspired reproduction features a stainless steel frame with a high polish finish upholstered in cashmere fabric. It is also available in various leather colors. The concentric shapes that make up the backrest can also be used as armrests.</p>
<P>Ottoman and chair sold separately.
<p>Covers: Fixed. Fabrics or leather.</p>
<p>Foam: Molded polyurethane foam.</p>
<p>Legs: Mat chromed steel.</p>
<p>Design: Poul M. Volther, 1964</p>",20,1,Taxable Goods,"Catalog, Search",549,Tuscarora-ottoman.jpg,,Tuscarora-ottoman.jpg,,Tuscarora-ottoman.jpg,,1000,1,0,Tuscarora-ottoman1.jpg,,01A-CH6123D,paul volther corona ottoman,"<strong>Chair</strong><br />D33"" x H39"" x W33""<br />18"" Height of chair seat to floor</p>
<strong>Ottoman</strong><br /> L21.25"" x H15.75"" x W13.75""</p>"
cb-000109,customOptionsSet,simple,"Default Category/Lighting,Default Category/Lighting/Ceiling Lighting",base,Tuxedo chandelier,"The grand style of the Tuxedo chandelier features a large white cylinder shade accented with hanging tiers of metallic strands. Crafted with quality materials of fabric, aluminum and carbon steel, it provides a modern look of formal glamour to illuminate your home. Requires four E27 40W bulbs (not included).",30,1,Taxable Goods,"Catalog, Search",979,Tuxedo-chandelier.jpg,,Tuxedo-chandelier.jpg,,Tuxedo-chandelier.jpg,,1000,1,0,"Tuxedo-chandelier1.jpg,Tuxedo-chandelier2.jpg",,03C-LS1090S2,taylor chandelier,"Maximum 75 3/4""H x 25 1/2"" diameter</p>"
nl-000767,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Benches",base,Tyre bench,"Sophisticated mid-century style abound in our Tyre bench which makes a wonderful addition to any space in your home. The flared legs and wooden frame in ash stained walnut beautifully complement the soft, naugahyde padded seat and spherical armrest.",50,1,Taxable Goods,"Catalog, Search",959,Tyre-bench.jpg,,Tyre-bench.jpg,,Tyre-bench.jpg,,1000,1,0,,,18N-HGYU225,taylor bench,"48 x 18.5 x 19.8"""
zm-001181,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Benches",base,Tyrone bench,"A+D Modern's Tyrone bench features a polished stainless steel frame finished with a padded leatherette upholstery seat in either gray or white. Simple yet elegant, it works in a range of seating areas in any modern space.",35,1,Taxable Goods,"Catalog, Search",979,Tyrone-bench.jpg,,Tyrone-bench.jpg,,Tyrone-bench.jpg,,1000,1,0,"Tyrone-bench1.jpg,Tyrone-bench2.jpg,Tyrone-bench3.jpg,Tyrone-bench4.jpg,Tyrone-bench5.jpg,Tyrone-bench6.jpg,Tyrone-bench7.jpg",,29Z-100338,pontis bench,"W59"" x H17.7"" x L17.9"" "
zm-001187,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",base,Ulysses armchair,"The clean lines of A+D Modern's Ulysses armchair offer a sophisticated and modern option for any seating space. Finished in either black or white leatherette upholstery, the chromed stainless steel frame provides a sleek and contemporary look.",100,1,Taxable Goods,"Catalog, Search",1299,Ulysses-armchair.jpg,,Ulysses-armchair.jpg,,Ulysses-armchair.jpg,,1000,1,0,"Ulysses-armchair1.jpg,Ulysses-armchair2.jpg,Ulysses-armchair3.jpg,Ulysses-armchair4.jpg,Ulysses-armchair5.jpg,Ulysses-armchair6.jpg,Ulysses-armchair7.jpg,Ulysses-armchair8.jpg",,29Z-100384,thor armchair,"W34.6"" x H28"" x L33.5"" 
<br />SH: 16"" 
<br />SD: 20"" 
<br />AH 24"""
wi-001069,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Bedroom",base,Unadilla king bed,"<p>Unadilla is a glamorous designer platform bed that takes it up a notch with allover faux crystal button tufting. Dozens of crystal lookalike buttons adorn every nook and cranny and truly glimmer with even the slightest bit of light. A white faux leather king upholstered headboard, side rails, and footboard are finished with two chrome-plated metal legs at the foot of the bed. This modern bed is built with a wooden frame, which is padded with foam before being upholstered. Seeing that this is a platform bed, only a mattress is required: wooden slats (included) serve as a box spring. This bed, which requires assembly, is also available in queen in both white and black and has a matching Unadilla floor mirror and end of bed bench (sold separately). To clean, wipe with a damp cloth.</p>
<p>Features:</p>
<ul>
<li>Contemporary platform bed (slats included)</li>
<li>King size bed</li>
<li>Wooden frame with foam padding</li>
<li>All-over faux crystal button tufting</li>
<li>White faux leather</li>
<li>Chrome-plated steel legs</li>
<li>Made in Malaysia</li>
<li>Assembly required</li>
<li>Wipe clean with a damp cloth</li>
<li>Also available: white or black queen bed, floor mirror, end of bed bench (each sold separately)</li>
</ul>",250,1,Taxable Goods,"Catalog, Search",1599,Unadilla-king-bed.jpg,,Unadilla-king-bed.jpg,,Unadilla-king-bed.jpg,,1000,1,0,"Unadilla-king-bed1.jpg,Unadilla-king-bed2.jpg",,27W-BBT6220-K,stella bed - king,"84""W x 90.5""D x 56""H <br />Internal Size: 77""W x 81""D <br />Side rail: 84""W x 3.5""D x 17.5""H <br />Headboard: 84""W x 5.5""D x 55.75""H <br />Footboard: 84""W x 3.5""D x 17.5""H <br />Height to top of slat: 13.25"" <br />Height of legs: 5.75"" <br />Shipping Skid - 46"" W x 40"" D x 92"" H --- 253Lbs</p>"
wi-001070,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Bedroom",base,Unadilla queen bed,"<p>Unadilla is a glamorous designer platform bed that takes it up a notch with allover faux crystal button tufting. Dozens of crystal lookalike buttons adorn every nook and cranny and truly glimmer with even the slightest bit of light. A white faux leather queen upholstered headboard, side rails, and footboard are finished with two chrome-plated metal legs at the foot of the bed. This modern bed is built with a wooden frame, which is padded with foam before being upholstered. Seeing that this is a platform bed, only a mattress is required: wooden slats (included) serve as a box spring. This bed, which requires assembly, is also available in king in both white and black and has a matching Unadilla floor mirror and end of bed bench (sold separately). To clean, wipe with a damp cloth.</p>
<p>Features:</p>
<ul>
<li>Contemporary platform bed (slats included)</li>
<li>Queen size bed</li>
<li>Wooden frame with foam padding</li>
<li>All-over faux crystal button tufting</li>
<li>White faux leather</li>
<li>Chrome-plated steel legs</li>
<li>Made in Malaysia</li>
<li>Assembly required</li>
<li>Wipe clean with a damp cloth</li>
<li>Also available: white or black queen bed, floor mirror, end of bed bench (each sold separately)</li>
</ul>",200,1,Taxable Goods,"Catalog, Search",1499,Unadilla-queen-bed.jpg,,Unadilla-queen-bed.jpg,,Unadilla-queen-bed.jpg,,1000,1,0,"Unadilla-queen-bed1.jpg,Unadilla-queen-bed2.jpg",,27W-BBT6220-Q,stella bed - queen,"68""W x 90.5""D x 56""H <br />Internal Size: 61""W x 81""D <br />Side rail: 84""Wx3.5""Dx17.5""H <br />Headboard: 68""Wx5.5""Dx55.75""H <br />Footboard: 68""Wx3.5""Dx17.5""H <br />Height to top of slat: 13.25"" <br />Height of legs: 5.75"" <br />Shipping Skid - 46"" W x 40"" D x 92"" H --- 233Lbs</p>"
sb-000880,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Stools and Ottomans,Default Category/Decor Accessories/Other Cool Stuff",base,Union pup chair,"Originally designed by eero aarnio, this puppy chair replica works equally well as a decorative modern home accent stool, or children's toy puppy without the worry about allergies! The fiberglass pup kid's chair is built for rough handling and hours of fun. Available in red. Other custom order colors available.",5,1,Taxable Goods,"Catalog, Search",189,Union-pup-chair.jpg,,Union-pup-chair.jpg,,Union-pup-chair.jpg,,1000,1,0,"Union-pup-chair1.jpg,Union-pup-chair2.jpg",,22S-905BA,puppy chair,"43"" x 25"" x 32.5"""
cs-000209,customOptionsSet,simple,"Default Category/Lighting,Default Category/Lighting/Ceiling Lighting",base,Unionvale chandelier - black,The molecular shape of the Unionvale chandelier is out of this world with its modern space-age styling that emanates multi-directional spot lighting. Constructed from carbon steel and aluminum alloy in a black gloss finish. Also available in white. Requires 8 x G9 20W bulbs (included).,30,1,Taxable Goods,"Catalog, Search",4399,Unionvale-chandelier-black.jpg,,Unionvale-chandelier-black.jpg,,Unionvale-chandelier-black.jpg,,1000,1,0,"Unionvale-chandelier-black1.jpg,Unionvale-chandelier-black2.jpg,Unionvale-chandelier-black3.jpg",,03C-S-LS1165SBLK,orbiter chandelier - black,"50""H x 35.5""W x 35.5""D"
cs-000210,customOptionsSet,simple,"Default Category/Lighting,Default Category/Lighting/Ceiling Lighting",base,Unionvale chandelier - white,The molecular shape of the Unionvale chandelier is out of this world with its modern space-age styling that emanates multi-directional spot lighting. Constructed from carbon steel and aluminum alloy in a white gloss finish. Also available in black. Requires 8 x G9 20W bulbs (included).,30,1,Taxable Goods,"Catalog, Search",4399,Unionvale-chandelier-white.jpg,,Unionvale-chandelier-white.jpg,,Unionvale-chandelier-white.jpg,,1000,1,0,"Unionvale-chandelier-white1.jpg,Unionvale-chandelier-white2.jpg,Unionvale-chandelier-white3.jpg",,03C-S-LS1165SWHT,orbiter chandelier - white,"50""H x 35.5""W x 35.5""D"
cb-000091,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Case Goods",base,Unionville credenza,"<p>The Unionville credenza is made from solid wood with walnut veneer. This credenza has sliding doors that move along a horizontal track giving access to open interior spaces that provide ample storage.</p>
<p>Color: Walnut <br />Material: Walnut Veneer, Wood <br />Assembly Level: No Assembly Required</p>",144,1,Taxable Goods,"Catalog, Search",2499,Unionville-credenza.jpg,,Unionville-credenza.jpg,,Unionville-credenza.jpg,,1000,1,0,"Unionville-credenza1.jpg,Unionville-credenza2.jpg,Unionville-credenza3.jpg,Unionville-credenza4.jpg,Unionville-credenza5.jpg,Unionville-credenza6.jpg,Unionville-credenza7.jpg",,03C-FES1039,thoro credenza,"28.35""H x 55.12""W x 17.75""D 
<br />Weight: 143.44lbs "
zm-001188,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",base,Ulysses sofa,"The clean lines of A+D Modern's Ulysses sofa offer a sophisticated and modern option for any seating space. Finished in either black or white leatherette upholstery, the chromed stainless steel frame provides a sleek and contemporary look.",145,1,Taxable Goods,"Catalog, Search",1999,Ulysses-sofa.jpg,,Ulysses-sofa.jpg,,Ulysses-sofa.jpg,,1000,1,0,"Ulysses-sofa1.jpg,Ulysses-sofa2.jpg,Ulysses-sofa3.jpg,Ulysses-sofa4.jpg,Ulysses-sofa5.jpg,Ulysses-sofa6.jpg,Ulysses-sofa7.jpg,Ulysses-sofa8.jpg",,29Z-100389,thor sofa,"W72"" x H28"" x L33.5""
<br />SH: 16"" 
<br />SD: 20"" 
<br />AH: 24"""
cs-000173,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",base,Urbana loveseat - brown,"The two-seater Urbana loveseat features an open frame made with solid American ash hardwood stained in a light walnut color. Light brown polyester upholsters its curved and padded backrest, arms and seat. The handsome modern design will add subtle charm in any living space.",88,1,Taxable Goods,"Catalog, Search",2099,Urbana-loveseat-brown.jpg,,Urbana-loveseat-brown.jpg,,Urbana-loveseat-brown.jpg,,1000,1,0,"Urbana-loveseat-brown1.jpg,Urbana-loveseat-brown2.jpg,Urbana-loveseat-brown3.jpg",,03C-S-FYC902FBR,sterling loveseat - brown,"34""H x 54""W x 22""D <br />Seat height: 13.8"""
cs-000174,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",base,Urbana loveseat - green,"The two-seater Urbana loveseat features an open frame made with solid American ash hardwood stained in a light walnut color. Green polyester upholsters its curved and padded backrest, arms and seat. The handsome modern design will add subtle charm in any living space.",88,1,Taxable Goods,"Catalog, Search",2099,Urbana-loveseat-green.jpg,,Urbana-loveseat-green.jpg,,Urbana-loveseat-green.jpg,,1000,1,0,"Urbana-loveseat-green1.jpg,Urbana-loveseat-green2.jpg,Urbana-loveseat-green3.jpg,Urbana-loveseat-green4.jpg",,03C-S-FYC902FGR,sterling loveseat - green,"34""H x 54""W x 22""D <br />Seat height: 13.8"""
zm-001245,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs",base,Utica lounge chair,Our egg-shape Utica lounge chair features a smooth white fiberglass exterior and contrasting interior cushioning in red. This retro design accent seating piece envelopes you in cocooned comfort and makes a unique feature for the modern office space or home living room.,79,1,Taxable Goods,"Catalog, Search",1799,Utica-lounge-chair.jpg,,Utica-lounge-chair.jpg,,Utica-lounge-chair.jpg,,1000,1,0,"Utica-lounge-chair1.jpg,Utica-lounge-chair2.jpg,Utica-lounge-chair3.jpg,Utica-lounge-chair4.jpg",,29Z-501152,lol occasional chair,"W30.3"" x D30.3"" x H53.5""<br />SW22"", SD25"""
mo-000354,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",base,Valatie armchair,"This is our reproduction U-frame armchair. Made with a Polyurethane core covered in comfortable and form fitting hi-density foam, upholstered in your choice of fabrics and leathers. It also has an available matching love seat and sofa.",75,1,Taxable Goods,"Catalog, Search",769,Valatie-armchair.jpg,,Valatie-armchair.jpg,,Valatie-armchair.jpg,,1000,1,0,"Valatie-armchair1.jpg,Valatie-armchair2.jpg,Valatie-armchair3.jpg,Valatie-armchair4.jpg",,14M-10475,U-frame armchair,
mo-000355,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",base,Valatie sofa,"<p>This is our reproduction U-frame sofa: firm and forming, style that is simple and elegant. This sofa lends a light, stylish look to any living room. Matching loveseat and armchair available. Also available in leather or fabric.</p>",275,1,Taxable Goods,"Catalog, Search",1999,Valatie-sofa.jpg,,Valatie-sofa.jpg,,Valatie-sofa.jpg,,1000,1,0,"Valatie-sofa1.jpg,Valatie-sofa2.jpg,Valatie-sofa3.jpg",,14M-10476,U-frame sofa,82in x 37in x 25in
nj-001338,customOptionsSet,simple,"Default Category/Decor Accessories,Default Category/Decor Accessories/Retro Rugs",base,Venice curve rug,"Mid Century Modern Design would not be complete without the design accessories. Perhaps the most colorful of the Mid Century Design accessories is their beautiful, Rya Wool Rugs. A+D Modern has created a special line of colorful, whimsical and artful Rya style wool rugs. All handmade by talented artisans, they are constructed using traditional loom methods crafted of 100% New Zealand wool and available in many different geometric and unique designs. <p>This rug features a classic multi-color wave pattern so prominent in the Panton designs. Shades of orange, rose, red, purple, violet, dark blue, blue and off white create a brilliant contrast of colors that make this rug really pop in a classic mid-century living space.",80,1,Taxable Goods,"Catalog, Search",1099,Venice-curve-rug.jpg,,Venice-curve-rug.jpg,,Venice-curve-rug.jpg,,1000,1,0,"Venice-curve-rug1.jpg,Venice-curve-rug2.jpg,Venice-curve-rug3.jpg,Venice-curve-rug4.jpg",,NJM-10238,panton style wave rug,Standard size is 4ft x 6ft. Other sizes available.
